O_{index}(m_3)	            z_0	          v_x	       v_y	          v_z	        T           stability
O_{460}(1.1)	4.43176416462007E-01	3.76618677188826E-01	2.29778254511749E-01	-5.96710041116634E-03	1.54454914842327E+02	   U
O_{461}(1.1)	1.73548721636566E-01	3.33649541951220E-01	2.70190860899711E-01	3.50527087278445E-03	1.54597688270201E+02	   U
O_{462}(1.1)	4.82896898888687E-01	5.24540633537668E-01	1.49373617476069E-01	-8.41619670341101E-03	1.55005942162057E+02	   U
O_{463}(1.1)	2.23619548479442E-01	3.05838339424050E-01	2.36855575079468E-01	-4.15365174732300E-03	1.55046398047827E+02	   S
O_{464}(1.1)	7.02324602864889E-01	3.19445980061325E-01	1.06738696083683E-01	5.54814345833615E-03	1.55341253931849E+02	   U
O_{465}(1.1)	3.68734941116030E-01	4.35510186772003E-01	2.37547019478503E-01	-2.53208564712983E-02	1.55452938685620E+02	   U
O_{466}(1.1)	4.06395742642312E-01	2.84135633582845E-01	1.26571901110199E-01	6.68499836475504E-03	1.55839853613496E+02	   U
O_{467}(1.1)	2.60679878596043E-01	2.80108471882418E-01	2.25771198362265E-01	-6.96928991364156E-03	1.55925171502041E+02	   U
O_{468}(1.1)	4.72404560171967E-01	3.55924807804155E-01	2.17154364518872E-01	-1.07213498465884E-02	1.56096020209642E+02	   U
O_{469}(1.1)	3.51250387827788E-01	4.97566974249240E-01	1.68497402911629E-01	1.28223260532144E-02	1.56210428649442E+02	   U
O_{470}(1.1)	4.41771190934383E-01	3.83117351828535E-01	2.31669070595376E-01	-4.32026120211607E-03	1.56279869683080E+02	   U
O_{471}(1.1)	5.17497538621945E-01	4.92696798356475E-01	3.23196255894156E-01	-1.58483682256344E-02	1.56425649906028E+02	   U
O_{472}(1.1)	3.22191876045122E-01	5.02640933006784E-01	1.10184835332893E-01	1.73076892356280E-03	1.56651350679218E+02	   U
O_{473}(1.1)	2.32729993782580E-01	4.11535859509780E-01	4.18054253662081E-01	-3.17577542662349E-03	1.56822252802140E+02	   U
O_{474}(1.1)	3.08292483806191E-01	4.08315082307284E-01	3.95463896181602E-01	1.05295795003489E-02	1.56938553032839E+02	   S
O_{475}(1.1)	3.41796384267652E-01	2.63315566690881E-01	2.18911807217713E-01	5.02115009416991E-03	1.57071802631671E+02	   U
O_{476}(1.1)	5.30605872502356E-01	4.87896618583171E-01	3.20575296452541E-01	-3.46731251787172E-03	1.57105739545601E+02	   U
O_{477}(1.1)	2.60081627256927E-01	2.91326048945940E-01	2.34606190307269E-01	4.27354948401274E-03	1.57293850326725E+02	   U
O_{478}(1.1)	6.82160606559778E-01	4.99116316460379E-01	1.84452694863375E-01	1.26781836926641E-03	1.57468800754949E+02	   U
O_{479}(1.1)	2.76412880759277E-01	2.86447143187154E-01	2.10936892052586E-01	-7.03020017044688E-03	1.57609221607936E+02	   U
O_{480}(1.1)	2.89156466182579E-01	4.85474544626633E-01	1.63095645452176E-01	-6.03191037915060E-03	1.57615847259637E+02	   U
O_{481}(1.1)	2.68230995290275E-01	4.71340873078427E-01	1.19056366578174E-01	7.24396142059820E-04	1.57671568992958E+02	   U
O_{482}(1.1)	3.49736921547758E-01	2.63789821059303E-01	2.08917218170889E-01	7.91159135848734E-04	1.58091389384183E+02	   U
O_{483}(1.1)	2.93154520240892E-01	4.49410777409657E-01	3.82916071309840E-01	-2.05827077734538E-03	1.58218140693281E+02	   U
O_{484}(1.1)	8.41334746656572E-02	6.50506764403789E-02	6.44042909610883E-01	-1.06039534651016E-03	1.58458860806316E+02	   S
O_{485}(1.1)	2.75502864296763E-01	2.68591757086780E-01	2.33313220587094E-01	-8.04354725305798E-03	1.59084020551378E+02	   U
O_{486}(1.1)	2.17559164576184E-01	2.55683594994038E-01	2.78249175445654E-01	4.16311095696063E-04	1.59207313675856E+02	   U
O_{487}(1.1)	2.58666378279488E-01	4.66113835448142E-01	2.88659281861361E-01	-2.35766825847137E-03	1.59803518735899E+02	   U
O_{488}(1.1)	8.57809840334645E-02	-5.02918319316702E-03	6.35917383432234E-01	6.41677076904078E-03	1.59947785354217E+02	   S
O_{489}(1.1)	2.94211734561338E-01	2.78623166230387E-01	2.31865777067512E-01	1.02049215663390E-02	1.59959653733119E+02	   S
O_{490}(1.1)	3.82144173456325E-01	4.06130430596298E-01	2.48569841454499E-01	-2.52974552660938E-02	1.60212573813976E+02	   U
O_{491}(1.1)	3.13005652873984E-01	2.80390809061861E-01	2.13610562151137E-01	7.36614520521993E-03	1.60662432709827E+02	   U
O_{492}(1.1)	3.59565182042549E-01	3.22102613085196E-01	3.72171080676952E-01	-1.51741614373715E-03	1.60737217912781E+02	   U
O_{493}(1.1)	3.70055701457908E-01	4.32767265708168E-01	3.27203611579852E-01	4.82195490795573E-04	1.61021559798563E+02	   U
O_{494}(1.1)	2.14993992750643E-01	3.06053676482481E-01	2.37299146672440E-01	-8.37953703207443E-03	1.61420028557845E+02	   S
O_{495}(1.1)	2.95919230326985E-01	4.96078550779439E-01	1.79102385970159E-01	-1.10510081899949E-02	1.61660416683742E+02	   U
O_{496}(1.1)	2.14210321690818E-01	3.12331915968312E-01	2.45865299343832E-01	1.21719173743628E-03	1.62131188422118E+02	   U
O_{497}(1.1)	2.40120946359436E-01	4.19970445932158E-01	1.63878073890522E-01	4.27356961775269E-03	1.62252156702516E+02	   U
O_{498}(1.1)	2.57701403018533E-01	2.82336458210252E-01	2.23031701817574E-01	-7.54002865564684E-03	1.62283024710429E+02	   U
O_{499}(1.1)	1.71362187941158E-01	3.40861927842857E-01	2.65360727642343E-01	2.47492703246761E-03	1.62283411693591E+02	   U
O_{500}(1.1)	2.43411772738747E-01	4.21519356120737E-01	1.59848877820263E-01	5.75031366241339E-03	1.62443063106901E+02	   U
O_{501}(1.1)	4.91308470821046E-01	3.53182336975474E-01	2.13794102643153E-01	-1.27715199682532E-03	1.62527824667114E+02	   U
O_{502}(1.1)	3.22681656300597E-01	2.63406973642591E-01	2.22648567854591E-01	3.57788652239910E-04	1.62869265619429E+02	   U
O_{503}(1.1)	4.80606280707005E-01	3.97349552670410E-01	2.12646419417309E-01	3.57793711522040E-03	1.63025148650538E+02	   U
O_{504}(1.1)	6.64838623725138E-01	3.68548973072177E-01	7.01362906859903E-02	-4.75887511073942E-04	1.63126578081730E+02	   U
O_{505}(1.1)	6.33828974670276E-01	5.27040603555316E-01	1.80769141038952E-01	-1.60212379484169E-02	1.63303759505428E+02	   U
O_{506}(1.1)	1.81389623042077E-01	3.48001709938420E-01	2.50279643170665E-01	2.12589382697939E-03	1.63602144757207E+02	   S
O_{507}(1.1)	3.08002029812678E-01	5.01563249549185E-01	1.09801261370664E-01	-1.90182523027556E-03	1.63906925399940E+02	   U
O_{508}(1.1)	2.53248530300404E-01	2.94271241631170E-01	2.33538564443611E-01	1.87242044956163E-03	1.63930701366004E+02	   U
O_{509}(1.1)	3.96599609207220E-01	4.69238996231364E-01	2.19178561411236E-01	-4.47973535025295E-03	1.63989888933798E+02	   U
O_{510}(1.1)	1.51898438692800E-01	4.11473294888773E-01	2.96901542960905E-01	1.19478808850126E-04	1.64261837216847E+02	   U
O_{511}(1.1)	8.65443281037653E-02	7.16918815627217E-02	6.35410938644650E-01	1.05430994656526E-03	1.64445466881802E+02	   U
O_{512}(1.1)	2.73583984238683E-01	4.83224376733268E-01	1.65512239242497E-01	-1.16067451650655E-02	1.64623815415166E+02	   U
O_{513}(1.1)	5.62207306592649E-01	4.76346294061142E-01	3.01062807302771E-01	4.00581866399245E-03	1.64638363306856E+02	   U
O_{514}(1.1)	2.75738117445479E-01	2.92727194226544E-01	2.07560083898311E-01	-4.70488651088819E-03	1.64765876718902E+02	   U
O_{515}(1.1)	3.19855789817407E-01	4.32486776551354E-01	3.31990734655441E-01	-2.45513986408971E-03	1.64793521390499E+02	   U
O_{516}(1.1)	1.56928727669718E-01	4.08583809046323E-01	2.60887988919148E-01	2.48974410219249E-03	1.64829830753113E+02	   U
O_{517}(1.1)	3.43628107077010E-01	3.08376652596230E-01	3.80819342064524E-01	-2.27731305951992E-03	1.64914713678938E+02	   U
O_{518}(1.1)	1.65613130328045E-01	4.15912980864832E-01	2.72992683384300E-01	2.91728386567616E-03	1.65502410280741E+02	   U
O_{519}(1.1)	5.10549476886876E-01	4.90049731349810E-01	3.29858785713849E-01	-1.12921041787988E-02	1.65532369053090E+02	   U
O_{520}(1.1)	2.52214721967290E-01	3.07723268094058E-01	2.50528821435800E-01	2.15457748451741E-02	1.65608369960868E+02	   U
O_{521}(1.1)	4.60916321413270E-01	4.67341712450179E-01	3.32936398802890E-01	-1.21495514403803E-02	1.65666550199174E+02	   U
O_{522}(1.1)	2.85777589086664E-01	2.74281162193655E-01	2.23015981721681E-01	-3.13329249018917E-03	1.65718560544216E+02	   U
O_{523}(1.1)	5.11292408088073E-01	4.70428700715417E-01	3.06854365607625E-01	-1.91255851107400E-02	1.65748560191336E+02	   U
O_{524}(1.1)	4.66407948448014E-01	4.05568615853583E-01	2.09929186219522E-01	-2.93437973245484E-03	1.65767283426465E+02	   U
O_{525}(1.1)	4.77063758323949E-02	8.35303881322753E-02	6.37855341928309E-01	-1.17310188849466E-03	1.65790595849882E+02	   U
O_{526}(1.1)	3.76909600449001E-01	4.67259437904374E-01	3.94362652643986E-01	6.58219112114187E-03	1.65862049126229E+02	   U
O_{527}(1.1)	9.23180053782583E-02	7.24161312029697E-02	6.28809761638484E-01	-6.05789213642401E-04	1.66012194870117E+02	   U
O_{528}(1.1)	2.85571146253320E-01	2.80856162661116E-01	2.31237665831440E-01	7.68209871056840E-03	1.66335067762667E+02	   U
O_{529}(1.1)	5.08509399637018E-01	4.67938512370199E-01	3.14494363848004E-01	-1.22599329613818E-02	1.66443399228034E+02	   U
O_{530}(1.1)	3.37647879883400E-01	3.08539508870289E-01	1.23859507193604E-01	-1.17233634071853E-03	1.66524187907785E+02	   U
O_{531}(1.1)	3.34837869324061E-01	4.24717372410922E-01	3.43996713996981E-01	-1.77214680417820E-03	1.66689316961101E+02	   U
O_{532}(1.1)	2.92078291114363E-01	2.78010958678650E-01	2.13280572912233E-01	-7.32173926654337E-03	1.67095848020585E+02	   U
O_{533}(1.1)	6.03311837825792E-01	4.83060309057500E-01	2.78395135795906E-01	-3.87277225033680E-04	1.67110804010091E+02	   U
O_{534}(1.1)	3.48424675153045E-01	4.14700454654034E-01	3.90195475388505E-01	-3.08649386846950E-03	1.67205433719694E+02	   U
O_{535}(1.1)	4.97666491914943E-01	3.77533916226867E-01	6.34215709549457E-02	-1.38112221561591E-02	1.67802045427348E+02	   U
O_{536}(1.1)	5.73595330866846E-01	4.63534403492042E-01	2.95820221569259E-01	-5.17208494126415E-03	1.67866196099087E+02	   U
O_{537}(1.1)	4.29082958308779E-01	4.18390663742347E-01	2.22254297028478E-01	-1.52125981285930E-03	1.67976649074946E+02	   U
O_{538}(1.1)	3.94693919785969E-01	4.52489001605747E-01	3.58291821434230E-01	-1.56387323577490E-02	1.68003361091085E+02	   S
O_{539}(1.1)	4.53649108269576E-01	4.70911004506410E-01	3.40475464359929E-01	-2.82944583362997E-03	1.68574887211002E+02	   U
O_{540}(1.1)	5.53898136218456E-01	4.59445921480795E-01	3.14483713940073E-01	7.14532169775923E-03	1.68735859765694E+02	   U
O_{541}(1.1)	1.69801293773407E-01	3.40285784840142E-01	2.53157360019421E-01	-6.02137295551149E-03	1.68867709967162E+02	   S
O_{542}(1.1)	5.78331209078986E-01	4.93671591615907E-01	2.98493037941666E-01	1.70842235580895E-03	1.69043078277362E+02	   S
O_{543}(1.1)	2.63589078171765E-01	2.87543605081913E-01	2.15897366121294E-01	-3.48058916509391E-03	1.69077269043836E+02	   U
O_{544}(1.1)	3.40834169328765E-01	5.80477905870536E-01	1.96050742481569E-01	3.74413563072499E-03	1.69256962099298E+02	   U
O_{545}(1.1)	3.18305708677583E-01	2.72146012275054E-01	2.28017734384256E-01	1.00129548396213E-02	1.69703250489568E+02	   U
O_{546}(1.1)	3.21099974930744E-01	2.68425388210213E-01	2.19452826436296E-01	2.60296604511157E-03	1.69704794573181E+02	   U
O_{547}(1.1)	2.68804590304374E-01	4.58256918613684E-01	1.62915721136958E-01	-3.81660561674317E-03	1.69863914794551E+02	   U
O_{548}(1.1)	3.29001746027272E-01	3.10642322421606E-01	3.78895769678533E-01	-4.10747152743509E-03	1.69905826974547E+02	   U
O_{549}(1.1)	2.62714400407853E-01	3.84738738953085E-01	4.03185712184610E-01	-8.75572456569700E-04	1.70063499290552E+02	   U
O_{550}(1.1)	3.53648269692736E-01	3.12707760701970E-01	3.70442202677118E-01	-2.67088626370397E-03	1.70095255906423E+02	   U
O_{551}(1.1)	2.25988315590135E-01	4.06516897249677E-01	4.19614151063862E-01	1.03864935124424E-03	1.70308732459539E+02	   S
O_{552}(1.1)	2.45308505477733E-01	2.96158774235691E-01	2.33531129477125E-01	-1.26172059640677E-03	1.70477047605732E+02	   U
O_{553}(1.1)	5.66738590702875E-01	4.24441433576097E-01	1.87686793814184E-01	6.81535896891586E-03	1.70479659975396E+02	   U
O_{554}(1.1)	3.10595546297272E-01	5.03515674350498E-01	1.00297402442918E-01	-4.08536684362706E-03	1.70615570970824E+02	   U
O_{555}(1.1)	6.56098765068409E-01	2.75842804534641E-01	1.15466606871324E-01	-2.54930130503847E-04	1.70836445219265E+02	   U
O_{556}(1.1)	1.50544933909853E-01	4.08398077749409E-01	2.74788727081167E-01	-1.47024638773406E-04	1.70942529473378E+02	   U
O_{557}(1.1)	2.85561891135302E-01	4.60239099310102E-01	1.57776457891392E-01	3.62735480601670E-03	1.71124686158714E+02	   U
O_{558}(1.1)	4.93993598840932E-01	5.44513549904903E-01	2.61190949967047E-01	-1.18606226063402E-02	1.71128376389902E+02	   S
O_{559}(1.1)	1.79789644735984E-01	2.89031786723821E-01	2.77173278926927E-01	-5.41998379826518E-03	1.71345150782827E+02	   U
O_{560}(1.1)	2.39444370853421E-01	4.52137177871126E-01	1.43950420241842E-01	-4.88810849887806E-04	1.71737636938489E+02	   U
O_{561}(1.1)	6.11655231730373E-01	4.33968738966047E-01	1.30197112716467E-01	-1.58847865159149E-03	1.71919040914439E+02	   U
O_{562}(1.1)	2.75315890743729E-01	2.98816834210061E-01	2.04142920385226E-01	-1.94244941013106E-03	1.71984945620776E+02	   U
O_{563}(1.1)	6.40311594474736E-01	4.96455822751073E-01	2.72347793450034E-01	7.19241720557179E-03	1.72104714116173E+02	   S
O_{564}(1.1)	4.38111720963382E-01	5.25360465394876E-01	1.36309873612201E-01	-1.08903032664520E-02	1.72108570752325E+02	   U
O_{565}(1.1)	2.34811953916172E-01	4.52157570350739E-01	1.59381977310432E-01	-4.74056619547972E-03	1.73166528831369E+02	   U
O_{566}(1.1)	5.41763082893001E-01	3.86454482771974E-01	1.99154662672609E-02	1.80219390668256E-02	1.73378653853190E+02	   S
O_{567}(1.1)	1.70103948276186E-01	3.48586730775431E-01	2.97608228690077E-01	8.37785083422846E-04	1.73379836878713E+02	   U
O_{568}(1.1)	8.14905892587661E-02	7.07245193470274E-02	6.42731458801741E-01	-3.63882263621523E-04	1.73784948533540E+02	   U
O_{569}(1.1)	2.62466628872931E-01	4.29447499592460E-01	4.23269155315610E-01	-7.87174920246008E-03	1.73817821802942E+02	   U
O_{570}(1.1)	4.67873994271990E-01	3.78473805143499E-01	8.43504223568579E-02	-2.88228950068278E-02	1.73820535767900E+02	   U
O_{571}(1.1)	9.90330679777856E-01	3.92491911906396E-01	3.64296803001704E-01	-3.11022652241400E-03	1.74012496045097E+02	   U
O_{572}(1.1)	3.42611251358015E-01	3.51829227369125E-01	3.52321409260231E-01	-2.00619681921813E-03	1.74073408972930E+02	   U
O_{573}(1.1)	1.99067342885302E-01	3.06331592377605E-01	2.38468717536991E-01	-1.61491541965439E-02	1.74226437819236E+02	   U
O_{574}(1.1)	3.41296751856346E-01	4.63060334532323E-01	3.80964881625372E-01	2.35192065567221E-04	1.74246929755007E+02	   U
O_{575}(1.1)	2.31864776948892E-01	2.80311347129485E-01	2.29682595856435E-01	-1.74820778287316E-02	1.74464436436194E+02	   U
O_{576}(1.1)	5.80886006190124E-01	4.94817686213016E-01	2.83000543894661E-01	-1.35248662482508E-02	1.74772574297329E+02	   U
O_{577}(1.1)	3.86698017286276E-01	5.54373598277850E-01	2.20350633651255E-02	1.20272934448620E-02	1.74978225821400E+02	   U
O_{578}(1.1)	5.01120293051892E-01	4.77410604626064E-01	1.95186411904474E-01	6.28527219305764E-02	1.75021927241813E+02	   U
O_{579}(1.1)	3.01024488455122E-01	2.67237757882417E-01	2.24235686076430E-01	-3.75193935691321E-03	1.75353672914684E+02	   U
O_{580}(1.1)	1.56475217483724E-01	4.24871069762769E-01	2.90564324653376E-01	-4.72167955274674E-04	1.75463194862409E+02	   U
O_{581}(1.1)	4.23904819162537E-02	7.38978012414583E-02	6.38104167434227E-01	7.32963070068795E-04	1.75474661602159E+02	   U
O_{582}(1.1)	3.83029951234465E-01	3.94512273007292E-01	-9.71458472227459E-02	-7.37228043931027E-02	1.75582192573002E+02	   U
O_{583}(1.1)	1.60961240506124E-01	3.42331718919331E-01	2.61879846494214E-01	-5.07232646032815E-03	1.75700440562579E+02	   U
O_{584}(1.1)	2.05344624546291E-01	3.18087042377597E-01	2.41821873960096E-01	-3.62533061396119E-03	1.75778529842580E+02	   U
O_{585}(1.1)	1.00302325767823E-01	3.70224490547560E-01	4.56136509168782E-01	3.75367327359636E-03	1.75831650197147E+02	   U
O_{586}(1.1)	3.60944161898609E-01	3.22995719993075E-01	3.57661893886702E-01	-3.65160017345926E-03	1.75885312564203E+02	   U
O_{587}(1.1)	9.99475502959628E-02	6.00126130160524E-02	6.29418482108274E-01	7.61758254272626E-04	1.75909129183743E+02	   U
O_{588}(1.1)	5.73104711169201E-02	7.71109891024989E-02	6.38064670578941E-01	-5.28522950117859E-04	1.75959721716814E+02	   U
O_{589}(1.1)	3.26200137908173E-01	4.30962674321786E-01	3.82556668151494E-01	-1.79665444787807E-02	1.76204724042443E+02	   U
O_{590}(1.1)	2.01719839881339E-01	3.21673459667539E-01	2.51356743966571E-01	2.82585459312844E-03	1.76219839755349E+02	   U
O_{591}(1.1)	1.59858845401179E-01	3.46358152796359E-01	2.69972852259074E-01	3.17183195220032E-04	1.76290000997482E+02	   U
O_{592}(1.1)	2.73815948270133E-01	2.95340941690785E-01	2.06742743888230E-01	4.59061156968921E-03	1.76456601534801E+02	   U
O_{593}(1.1)	2.32496143348916E-01	2.98234110439910E-01	2.44193331100822E-01	2.01431622548204E-03	1.76798821202134E+02	   S
O_{594}(1.1)	2.38571271909626E-01	2.98312588498736E-01	2.33050371653195E-01	-3.96872658870446E-03	1.77080234958643E+02	   U
O_{595}(1.1)	3.13112864379662E-01	2.75121206446236E-01	2.12127524400731E-01	-5.12608461316088E-03	1.77523154629118E+02	   U
O_{596}(1.1)	3.24608169125400E-01	5.08150189275386E-01	1.59932044525226E-01	-1.11123626263662E-02	1.77696933857765E+02	   U
O_{597}(1.1)	6.22264323276758E-01	5.54842203622187E-01	1.81971341943245E-02	2.87074640564882E-03	1.77706610395695E+02	   U
O_{598}(1.1)	3.51779387428563E-01	4.96430471554710E-01	2.22383248847925E-01	-9.85083375782332E-03	1.77969588360848E+02	   U
O_{599}(1.1)	6.21665843748594E-01	4.61892547869926E-01	2.80126343159304E-01	-2.36622643042065E-03	1.78112260992795E+02	   U
O_{600}(1.1)	6.42832955898421E-01	3.72687625404256E-01	1.01656698444057E-01	-1.33142621650362E-03	1.78202364179292E+02	   U
O_{601}(1.1)	6.24153042750248E-01	4.98643136048532E-01	2.65418534035605E-01	-7.22548846468184E-03	1.78254922178225E+02	   U
O_{602}(1.1)	9.13842830167626E-02	4.65609942749178E-01	4.60343107661777E-01	9.30345527632231E-03	1.78257726717438E+02	   U
O_{603}(1.1)	2.68377603323054E-01	2.76839811608448E-01	2.24192252643174E-01	-7.96257379170800E-03	1.78289397805088E+02	   U
O_{604}(1.1)	3.76977367146180E-01	4.86194833859420E-01	2.08356200524727E-01	-3.07968798239447E-03	1.78486816293207E+02	   U
O_{605}(1.1)	6.57527579664732E-01	3.04126947426437E-01	1.35141883605919E-01	6.96709492262502E-03	1.78655823039581E+02	   U
O_{606}(1.1)	2.68308662916211E-01	2.83691522234955E-01	2.31270350654579E-01	1.82067462640704E-03	1.78971031729588E+02	   U
O_{607}(1.1)	4.43371981798725E-01	4.05558510097961E-01	2.16162078073041E-01	8.57923482629952E-04	1.79051806176024E+02	   U
O_{608}(1.1)	6.59004877535026E-01	5.28138183138540E-01	1.93211113909809E-01	1.74271394934846E-03	1.79177531775916E+02	   U
O_{609}(1.1)	2.41802283309487E-01	3.05018216877537E-01	2.03857036146654E-01	-3.49608874000336E-03	1.79383184627138E+02	   U
O_{610}(1.1)	4.05061587659412E-01	5.24788141145838E-01	1.25106250885305E-01	-1.34339049672846E-02	1.79402662814814E+02	   U
O_{611}(1.1)	9.40681787276638E-02	1.50774606713385E-02	6.35065047536606E-01	-8.55639740740084E-04	1.80086550590424E+02	   U
O_{612}(1.1)	6.41062579563077E-01	3.09233263714211E-01	1.36528748731203E-01	3.31289495181718E-04	1.80102787122671E+02	   U
O_{613}(1.1)	3.64063933491065E-01	4.48826463798322E-01	3.84478877965994E-01	1.36874248293810E-02	1.80202206775112E+02	   S
O_{614}(1.1)	3.11053605798298E-01	3.36641570465716E-01	3.76139350058971E-01	-2.96602865695406E-03	1.80422937458113E+02	   U
O_{615}(1.1)	7.98171312654634E-01	2.61833689770922E-01	5.10414029407884E-02	-5.95507960490534E-03	1.80450590658000E+02	   U
O_{616}(1.1)	4.08172204688438E-01	2.22441165356980E-01	2.23050356866495E-01	1.55086976548113E-03	1.80558797719120E+02	   U
O_{617}(1.1)	3.18577334530654E-01	5.08497634000510E-01	1.83743680943315E-01	-2.14806457449580E-03	1.80583653329601E+02	   U
O_{618}(1.1)	2.26773780437192E-01	2.80995893261640E-01	2.28873278269180E-01	-1.94670204945492E-02	1.80670569308235E+02	   U
O_{619}(1.1)	1.70456857913114E-01	3.69492916225285E-01	2.70208291570627E-01	1.24582305579929E-02	1.80896760955214E+02	   U
O_{620}(1.1)	9.76585147648611E-01	3.96869198537751E-01	3.57729502139756E-01	-3.96776530411122E-03	1.80914544707718E+02	   U
O_{621}(1.1)	4.90830774963868E-01	3.75900098551505E-01	8.64028057372299E-02	-1.25715826880891E-02	1.81031738502281E+02	   U
O_{622}(1.1)	3.58839241862000E-01	3.03715499705953E-01	3.71610789183333E-01	6.08896420414483E-04	1.81112926076005E+02	   U
O_{623}(1.1)	6.48281424914308E-01	2.94447675836613E-01	1.35281226115872E-01	3.77158296257066E-03	1.81122460700573E+02	   U
O_{624}(1.1)	3.22997690245531E-01	3.56901114396318E-01	3.56156232143083E-01	-3.09512294011144E-03	1.81223704297487E+02	   U
O_{625}(1.1)	1.46020626570719E-02	8.53523868817599E-02	6.38102461596727E-01	-2.14563290117467E-04	1.81254322825059E+02	   S
O_{626}(1.1)	7.92853959861415E-02	8.22834738622127E-02	6.36923277179866E-01	-1.80794296175502E-03	1.81407507294880E+02	   U
O_{627}(1.1)	2.12138468639374E-01	2.85877019169678E-01	2.53272412925312E-01	-7.73169377909829E-03	1.81428749917595E+02	   U
O_{628}(1.1)	4.61077747519455E-01	4.01431456304226E-01	8.39245588878060E-02	-3.03175476430023E-02	1.81620546418384E+02	   S
O_{629}(1.1)	3.56652216401259E-01	5.05070203058537E-01	1.95096095386887E-01	6.46798431033140E-03	1.82219719300658E+02	   U
O_{630}(1.1)	1.99951750779456E-01	3.72722537703301E-01	2.23695576316435E-01	8.49475167514458E-03	1.82327844798188E+02	   U
O_{631}(1.1)	3.61581822886987E-01	5.61417238558254E-01	2.16339914657689E-01	3.54658034987644E-03	1.82336360330157E+02	   U
O_{632}(1.1)	3.01208712475275E-01	2.75945093608710E-01	2.27630982090015E-01	6.56563706402240E-03	1.82354350729693E+02	   U
O_{633}(1.1)	3.49127914981771E-01	5.06405166518049E-01	2.11050961763344E-01	-2.45539640562515E-03	1.82423184764198E+02	   U
O_{634}(1.1)	4.62364637487078E-01	3.36667707132415E-01	2.13277001295490E-01	-1.69503683788759E-02	1.82428055968662E+02	   U
O_{635}(1.1)	8.98592360611122E-02	1.38099502543656E-02	6.39289732281502E-01	7.30148660641313E-04	1.82590213932999E+02	   U
O_{636}(1.1)	1.95409027541733E-01	3.21538151131115E-01	2.50726331126848E-01	-1.14944974716752E-03	1.82612514107029E+02	   U
O_{637}(1.1)	6.73798244365490E-01	5.37534086511520E-01	1.52908126424812E-01	-9.12114888093546E-03	1.82670174567723E+02	   U
O_{638}(1.1)	4.07919049401998E-01	5.30684907395214E-01	1.03004062074337E-01	-2.83858582995781E-03	1.82742281705227E+02	   U
O_{639}(1.1)	5.13852035208289E-01	3.50507915780043E-01	2.07471849710046E-01	1.09899882915798E-02	1.82807472281964E+02	   U
O_{640}(1.1)	3.73634800350294E-01	5.04449406018716E-01	1.74244905765413E-01	2.28090996083933E-02	1.82857851066107E+02	   U
O_{641}(1.1)	5.15428276856475E-01	3.96798821463312E-01	7.05898576091626E-02	1.11282118879357E-03	1.83083303203994E+02	   U
O_{642}(1.1)	5.59506297746024E-01	4.53451502654360E-01	3.02417006308294E-01	4.50049203088858E-03	1.83134331045030E+02	   U
O_{643}(1.1)	2.99298301875996E-01	2.73403801612575E-01	2.15186879135323E-01	-8.98549963245497E-03	1.83203033973084E+02	   U
O_{644}(1.1)	1.55890354344363E-01	3.48272939908418E-01	2.67600593246533E-01	-2.77169300308182E-03	1.83283597882422E+02	   S
O_{645}(1.1)	5.02282862423810E-01	4.91047182798731E-01	3.30432288432685E-01	-1.03200435144566E-02	1.83457424920496E+02	   U
O_{646}(1.1)	8.15113320856202E-02	9.54869327186269E-03	6.33177058288687E-01	1.55582738759123E-03	1.83467444376170E+02	   U
O_{647}(1.1)	4.08253373136137E-01	5.14686770879992E-01	1.35784127364648E-01	-1.66230920235409E-02	1.83620331360813E+02	   U
O_{648}(1.1)	2.32104427501794E-01	3.00421992927202E-01	2.32717670369903E-01	-6.54945192780365E-03	1.83725089504451E+02	   U
O_{649}(1.1)	5.47915845460997E-01	3.92609488672809E-01	2.09689984594211E-02	2.83640707944096E-02	1.83750312542747E+02	   S
O_{650}(1.1)	3.85356254054980E-01	2.09844886687278E-01	2.26732580466683E-01	-2.68927807981901E-03	1.83854360102462E+02	   U
O_{651}(1.1)	2.20625097386914E-01	4.02387482200493E-01	4.20977325795197E-01	4.94554137617095E-03	1.83918622975738E+02	   U
O_{652}(1.1)	3.85226768711270E-01	2.12989296255370E-01	2.27320907031285E-01	-1.32611609783448E-03	1.84387572589481E+02	   U
O_{653}(1.1)	1.56858023570850E-01	3.54996193298679E-01	2.73770219618714E-01	2.92682810823733E-03	1.84433463823864E+02	   U
O_{654}(1.1)	5.24633044052686E-01	4.29256193330068E-01	2.10234560361682E-01	4.81851018114864E-04	1.84456157106370E+02	   U
O_{655}(1.1)	8.03141482793805E-01	2.70241802333298E-01	4.60126865928347E-02	-3.46550525527329E-03	1.84555617594864E+02	   U
O_{656}(1.1)	4.06828328800715E-01	4.28470076512735E-01	2.25656886507029E-01	-9.43180218625599E-03	1.84680868427811E+02	   U
O_{657}(1.1)	3.46819664958935E-01	4.94105334345392E-01	1.88315435348396E-01	6.73056347961817E-04	1.84711965185373E+02	   U
O_{658}(1.1)	3.54113938156680E-01	4.45281920023615E-01	3.81889681992581E-01	3.65246523758028E-03	1.84730980731148E+02	   U
O_{659}(1.1)	1.63325546269437E-02	1.08803873419446E-01	6.31859866855957E-01	-7.18696571953251E-04	1.84791353248496E+02	   U
